"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"2338","THE NORTH FACE Jester Backpack","Good quality","Serrina","A little flatter than expected. If you don’t plan on carrying much, just a laptop and couple books/notebooks you should be fine. Good size on a smaller individual though. Does not look too big on the back. Nalgene fits just fine, nothing wider than that though.","Reviewed in the United States on 20 December 2022","5.0 out of 5 stars","Verified Purchase"
"2339","THE NORTH FACE Jester Backpack","GREAT  WORTH THE MONEY","Serrina","Great for junior high fits laptop perfectly love it!","Reviewed in the United States on 27 July 2023","4.0 out of 5 stars","Verified Purchase"
"2340","THE NORTH FACE Jester Backpack","Good product of course","CHICA","If you’re going to charge 99.99$ for a product, at least take to price tag off that shows 75$. Feel kinda taken. Product quality is always good with this line, just kinda annoyed with the price.","Reviewed in the United States on 11 August 2023","4.0 out of 5 stars","Verified Purchase"
"2341","THE NORTH FACE Jester Backpack","No space","Amazon Customer","Got this backpack for work. I don’t need anything huge, but it’s difficult to even get my lunch box in this bag. I also cannot fit a yeti in the side pocket. Might be okay for a high schooler who just has folders or a binder but that’s really it.","Reviewed in the United States on 12 July 2023","4.7 out of 5 stars","Verified Purchase"
"2342","THE NORTH FACE Jester Backpack","Good for the aesthetic","Mariam Haroun","Did for aesthetic, but it won’t fit anything I don’t recommend, but you will also get good posture","Reviewed in the United States on 6 September 2023","3.0 out of 5 stars","Verified Purchase"
"2343","THE NORTH FACE Jester Backpack","Very well madr","C. DePalo","Love the size holds a lot of books","Reviewed in the United States on 23 July 2023","3.0 out of 5 stars","Verified Purchase"
"2344","THE NORTH FACE Jester Backpack","Small","RA","It’s heavy and small but ok.","Reviewed in the United States on 18 September 2023","5.0 out of 5 stars","Verified Purchase"
"2345","THE NORTH FACE Jester Backpack","Exactly like pictures","micheal cooper","Nice backpack!","Reviewed in the United States on 7 August 2023","3.0 out of 5 stars","Verified Purchase"
"2346","THE NORTH FACE Jester Backpack","Great","Really nice","Nice","Reviewed in the United States on 25 July 2023","5.0 out of 5 stars","Verified Purchase"
"2347","THE NORTH FACE Jester Backpack","👍🏼👍🏼🎒🎒","Carlos","👍🏼🎒🎒🎒","Reviewed in the United States on 28 July 2023","5.0 out of 5 stars","Verified Purchase"
"2348","THE NORTH FACE Jester Backpack","It’s a good backpack for school!","tia olaye","Its great for school, it fits all the things for class. Like notebooks, computer, books, pencil bag, and other things. I like the fact that I don’t not hurt my shoulder as much as normal backpacks do.","Reviewed in the United States on 8 September 2022","5.0 out of 5 stars","Verified Purchase"
"2349","THE NORTH FACE Jester Backpack","Not nearly wide enough","tia olaye","Great quality, but terrible size and usability. There is barely enough depth for my daughter to fit all her 8th grade books and materials in it. When you stick your hand in it and push your hands in opposite directions to see how wide the bad gets, it is just ridiculous.","Reviewed in the United States on 30 October 2023","4.0 out of 5 stars","Verified Purchase"
"2350","THE NORTH FACE Jester Backpack","Obnoxiously top-heavy","Kristen Ratner","This is a well-constructed backpack that feels high quality. The padding on the back is great, it's breathable, and very comfortable to wear. I liked so much about it, but the top-heaviness made it a total deal breaker. There is one large compartment with a laptop/tablet pocket that's very useful. However, the smaller outer zip pocket only goes halfway down the bag. Which means that if you put too much in it, the bag tips over no matter how you try to lean it against anything. It also makes it difficult to access the large compartment. Also, if the zipper on the large compartment is even slightly open when you have a lot of things in the smaller pocket, the weight of the small pocket opens up the large compartment, resulting in your things spilling all over the place. Additionally, despite having a pocket on either side for water bottles, you can only carry one at a time because the pocket on the other side becomes very small when using one pocket. I'd been using this backpack for a few months for school, so I can't return, but believe me when I say the problems I mentioned here have been a daily irritation, which made me really regret buying it.","Reviewed in the United States on 19 November 2022","4.0 out of 5 stars","Verified Purchase"
"2351","Tzowla Travel Laptop Backpack,Durable Water Resistant Anti-Theft 50L Extra Large 17.3 Inch with USB Charging Port and Lock Fit Computer Business Bookbag for Women Men College School Gift","items","Katherine wyllie","Fits so much and my laptop… so many pockets but not bulky","Reviewed in Australia on 15 February 2023","4.6 out of 5 stars","Verified Purchase"
"2352","Tzowla Travel Laptop Backpack,Durable Water Resistant Anti-Theft 50L Extra Large 17.3 Inch with USB Charging Port and Lock Fit Computer Business Bookbag for Women Men College School Gift","Comfortable and Practical","Wayne","It was a very useful bag during overseas travels, especially the charging port. The lock is useful. The bag is a perfect size and has just the right compartments for devices. After travels, I use the bag for just about everything else.","Reviewed in Australia on 29 April 2023","5.0 out of 5 stars","Verified Purchase"
"2353","Tzowla Travel Laptop Backpack,Durable Water Resistant Anti-Theft 50L Extra Large 17.3 Inch with USB Charging Port and Lock Fit Computer Business Bookbag for Women Men College School Gift","lovely","Andystone","arrived fast and in good condition . Good backpack as it contain lots of compactment . one very small problem is that it cannot stand on it own .  highly recommedment for school and oversea use","Reviewed in Singapore on 7 October 2022","5.0 out of 5 stars","Verified Purchase"
"2354","Tzowla Travel Laptop Backpack,Durable Water Resistant Anti-Theft 50L Extra Large 17.3 Inch with USB Charging Port and Lock Fit Computer Business Bookbag for Women Men College School Gift","Excelente Excelente","Steve Fowles","Lots of useful pockets.Straps nicely adjustable making the backpack very comfortable even when fully loaded and so fars seem to be well made and strong.Not needed to try the lock yet but it looks suitable for security.","Reviewed in the United Kingdom on 21 January 2024","5.0 out of 5 stars","Verified Purchase"
"2355","Tzowla Travel Laptop Backpack,Durable Water Resistant Anti-Theft 50L Extra Large 17.3 Inch with USB Charging Port and Lock Fit Computer Business Bookbag for Women Men College School Gift","Calidad y funcionalidad","Sugato Sengupta","Really sturdy, and feature ful.","Reviewed in India on 18 October 2023","5.0 out of 5 stars","Verified Purchase"
"2356","Tzowla Travel Laptop Backpack,Durable Water Resistant Anti-Theft 50L Extra Large 17.3 Inch with USB Charging Port and Lock Fit Computer Business Bookbag for Women Men College School Gift","Excelente relación calidad-precio","Jamille Magalhães","Demorou pra chegar, pois veio da China. Paguei 27,00 de ICMS. Valeu super a pena pq a mochila tem um preço ótimo e qualidade top. Muito equipada, divisórias, carregador. Eu amei.  Material resistente","Reviewed in Brazil on 22 November 2023","5.0 out of 5 stars","Verified Purchase"
"2357","Tzowla Travel Laptop Backpack,Durable Water Resistant Anti-Theft 50L Extra Large 17.3 Inch with USB Charging Port and Lock Fit Computer Business Bookbag for Women Men College School Gift","Guter Kauf!","Jesús Márquez Sánchez","Tiene un buen acabado y muchos bolsillos y compartimentos. El acolchado para el portátil está muy logrado.Lo único que no me gusta es el dispositivo para enchufar unos auriculares. El conector es un  minijack y ya casi todos los dispositivos que tengo no lo soportan.","Reviewed in Spain on 24 January 2024","5.0 out of 5 stars","Verified Purchase"
"2358","Tzowla Travel Laptop Backpack,Durable Water Resistant Anti-Theft 50L Extra Large 17.3 Inch with USB Charging Port and Lock Fit Computer Business Bookbag for Women Men College School Gift","Waar voor je geld","Izcoatl Jimenez","Debo decir que tenía mis dudas pero es un muy buen producto. Funcional, buen diseño, cómodo, amplio, buenos interiores y diversos compartimentos en cada sección. Además, se lava fácil y me permite llevar dos laptops y varios libros. Lo recomiendo ampliamente.","Reviewed in Mexico on 2 January 2024","5.0 out of 5 stars","Verified Purchase"
"2359","Tzowla Travel Laptop Backpack,Durable Water Resistant Anti-Theft 50L Extra Large 17.3 Inch with USB Charging Port and Lock Fit Computer Business Bookbag for Women Men College School Gift",NA,"Izcoatl Jimenez","Der Rucksack wurde für meinen Sohn gekauft. Er war sehr zufrieden mit dem Kauf! Viele Fächer, Qualität Schneiderei und bequem! Es war alles, was er von einem Rucksack benötigt! Empfohlen","Reviewed in Germany on 16 November 2023","5.0 out of 5 stars","Verified Purchase"
