"","category","name","reviewer","review","date","ratings"
"284","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","Alan Tait","







  
  
    It’s been nice and gentle on my skin, for extra moisture I do need to use it with the aveeno oil spray or Vaseline oil
  
","Reviewed in the United Kingdom on 19 January 2024","4.7 out of 5 stars"
"285","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","C S","







  
  
    I have been using Aveeno Moisturising Body Lotion for a few years now and bought it from Amazon for the convenience - it’s a game-changer for me. Working in healthcare I have to wash my hands lots and whilst I’d describe most of my skin as ‘normal’, my hands are very dry and find this work wonders at restoring them to healthy skin again. Using it elsewhere makes my skin extra soft also. I like that it’s fragrance-free, it’s perfect for those with a sensitivity to scents, like me - particularly on my hands! The 500ml size is generous and lasts me for months. It provides long-lasting moisture but doesn’t feel greasy.
  
","Reviewed in the United Kingdom on 28 January 2024","4.7 out of 5 stars"
"286","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","gwen jaswal","







  
  
    Honestly love applying this product to my face after using cleanser. Feels lovely and my skin hasn't been breaking out as much since using it over the CeraVe one I had been using.Honestly, there's a newer version that is 'vanilla and oats' scented which I buy in person (not sure if i can leave a review for it on here because of it) - but as a guy it's one of the highlights of my day applying it to my face in the evening as the scent is just sublime and always brings a smile to my face :)I definitely recommend the main product in this review before trying to vanilla one as I think the latter may be a little more expensive :)
  
","Reviewed in the United Kingdom on 25 December 2023","4.7 out of 5 stars"
"287","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","Kedah","







  
  
    Tried other moisturisers but always come back to this as it doesn't irritate my skin.Goes on well, feels nice and moisturises as it should.Got this larger size cheaper than the size down, so result!!
  
","Reviewed in the United Kingdom on 13 February 2024","4.7 out of 5 stars"
"288","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","Amazon Customer","







  
  
    It did wonders for my dry skin. Definitely recommend it
  
","Reviewed in the United Kingdom on 6 February 2024","4.7 out of 5 stars"
"289","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","Ieuan David Corcoran","







  
  
    My kid (10) has been using aveeno products since she was a baby. Bought this cause her skin is always dry and this lotion is not too sticky for her that she can still use it during the summer.
  
","Reviewed in Germany on 24 September 2023","Next page"
"290","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","mrs r elliott","







  
  
    I have very dry skin and my doctor recomended me this.It helps alot!
  
","Reviewed in Germany on 11 July 2023","4.4 out of 5 stars."
"291","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","Aveeno Daily Moisturising Lotion For Normal to Dry Skin Care","







  
  
    Love the scent and very smooth
  
","Reviewed in the United Kingdom on 29 January 2024","4.8 out of 5 stars"
"292","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","Amazon Customer","







  
  
    My partner and I love Aveeno. We both have very sensitive skin, particularly during cold weather. We both also suffer from sensory issues caused by most hand creams leaving residue on our hands. Aveeno, particularly this product, is perfect for us - it helps moisturize our hands, is mostly unscented, and soaks in quickly, allowing us to continue with our daily lives without anything slipping from our grip! We have a bottle in every room in our apartment, so to discover there is now a 500ml variant felt like Christmas came early!
  
","Reviewed in the United Kingdom on 5 February 2024","Previous page"
"293","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","Amazon Customer","







  
  
    This product leaves your hands lovely and moist. I was told to get hand cream with no alcohol in it , well this is it. Well worth it
  
","Reviewed in the United Kingdom on 16 February 2024","4.7 out of 5 stars"
"294","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","Alan Tait","







  
  
    It’s been nice and gentle on my skin, for extra moisture I do need to use it with the aveeno oil spray or Vaseline oil
  
","Reviewed in the United Kingdom on 19 January 2024","4.7 out of 5 stars"
"295","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","C S","







  
  
    I have been using Aveeno Moisturising Body Lotion for a few years now and bought it from Amazon for the convenience - it’s a game-changer for me. Working in healthcare I have to wash my hands lots and whilst I’d describe most of my skin as ‘normal’, my hands are very dry and find this work wonders at restoring them to healthy skin again. Using it elsewhere makes my skin extra soft also. I like that it’s fragrance-free, it’s perfect for those with a sensitivity to scents, like me - particularly on my hands! The 500ml size is generous and lasts me for months. It provides long-lasting moisture but doesn’t feel greasy.
  
","Reviewed in the United Kingdom on 28 January 2024","4.7 out of 5 stars"
"296","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","gwen jaswal","







  
  
    Honestly love applying this product to my face after using cleanser. Feels lovely and my skin hasn't been breaking out as much since using it over the CeraVe one I had been using.Honestly, there's a newer version that is 'vanilla and oats' scented which I buy in person (not sure if i can leave a review for it on here because of it) - but as a guy it's one of the highlights of my day applying it to my face in the evening as the scent is just sublime and always brings a smile to my face :)I definitely recommend the main product in this review before trying to vanilla one as I think the latter may be a little more expensive :)
  
","Reviewed in the United Kingdom on 25 December 2023","4.7 out of 5 stars"
"297","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","Kedah","







  
  
    Tried other moisturisers but always come back to this as it doesn't irritate my skin.Goes on well, feels nice and moisturises as it should.Got this larger size cheaper than the size down, so result!!
  
","Reviewed in the United Kingdom on 13 February 2024","4.7 out of 5 stars"
"298","Moisturizer","        Aveeno Daily Moisturising Body Lotion, With Soothing Oats & Rich Emollients, Suitable For Sensitive Skin, Nourishes and Protects Normal to Dry Skin, Fragrance Free, 500ml       ","Amazon Customer","







  
  
    It did wonders for my dry skin. Definitely recommend it
  
","Reviewed in the United Kingdom on 6 February 2024","4.7 out of 5 stars"
